Timestamp,Open,High,Low,Close,Volume,Date
1502928000.0,301.13,312.18,298.0,302.0,7030.71034,2017-08-17
1503014400.0,302.0,311.79,283.94,293.96,9537.84646,2017-08-18
1503100800.0,293.31,299.9,278.0,290.91,2146.19773,2017-08-19
1503187200.0,289.41,300.53,282.85,299.1,2510.13871,2017-08-20
1503273600.0,299.1,346.52,294.6,323.29,5219.44542,2017-08-21
1503360000.0,321.04,330.41,144.21,309.8,7956.35088,2017-08-22
1503446400.0,312.25,324.99,309.41,315.74,8665.72569,2017-08-23
1503532800.0,315.74,328.04,314.01,323.42,6753.27192,2017-08-24
1503619200.0,323.42,338.28,323.42,327.24,7125.96962,2017-08-25
1503705600.0,327.24,335.44,323.41,330.79,4877.68521,2017-08-26
1503792000.0,332.18,348.13,330.73,348.13,4635.43715,2017-08-27
1503878400.0,348.11,351.0,331.95,346.0,4279.1817,2017-08-28
1503964800.0,347.0,377.6,346.0,374.7,3032.13425,2017-08-29
1504051200.0,374.7,393.71,362.05,385.93,4446.59608,2017-08-30
1504137600.0,384.64,389.36,377.78,384.79,4435.86855,2017-08-31
1504224000.0,386.44,394.39,383.18,388.46,4198.68434,2017-09-01
1504310400.0,388.58,394.32,320.08,343.14,8240.32724,2017-09-02
1504396800.0,343.56,367.28,320.08,341.77,5253.62211,2017-09-03
1504483200.0,339.29,344.55,267.94,283.77,6737.81061,2017-09-04
1504569600.0,286.81,321.52,235.55,312.09,8344.41924,2017-09-05
1504656000.0,313.29,336.34,312.09,335.0,5486.30988,2017-09-06
1504742400.0,335.01,342.5,320.17,334.49,3103.89745,2017-09-07
1504828800.0,334.49,335.1,272.0,302.99,4915.75693,2017-09-08
1504915200.0,300.01,307.0,281.66,296.74,2740.58822,2017-09-09
1505001600.0,296.72,302.78,261.03,293.5,4156.45099,2017-09-10
1505088000.0,293.51,304.98,285.21,297.3,4829.64647,2017-09-11
1505174400.0,297.78,316.46,286.01,293.96,5176.31402,2017-09-12
1505260800.0,293.93,294.5,257.05,276.91,6451.22836,2017-09-13
1505347200.0,275.76,283.77,215.0,215.21,12601.95676,2017-09-14
1505433600.0,217.0,270.93,192.0,253.0,14223.8953,2017-09-15
1505520000.0,255.99,271.81,235.51,249.31,10362.06011,2017-09-16
1505606400.0,249.32,264.39,239.02,257.55,4614.53337,2017-09-17
1505692800.0,257.53,306.22,257.11,294.57,4125.97051,2017-09-18
1505779200.0,296.0,300.0,277.41,284.0,1869.90852,2017-09-19
1505865600.0,284.01,294.0,275.91,282.0,1060.56734,2017-09-20
1505952000.0,285.1,287.0,252.1,257.0,1912.55583,2017-09-21
1506038400.0,258.0,272.97,253.01,264.0,1464.5125,2017-09-22
1506124800.0,259.99,286.23,255.11,285.93,2824.33572,2017-09-23
1506211200.0,286.5,294.61,275.0,282.0,5575.54422,2017-09-24
1506297600.0,282.0,299.0,281.34,294.42,5870.48035,2017-09-25
1506384000.0,294.42,296.81,286.24,287.9,4566.92804,2017-09-26
1506470400.0,289.91,313.0,286.13,309.74,5518.10382,2017-09-27
1506556800.0,309.81,311.81,296.89,302.44,6600.90922,2017-09-28
1506643200.0,302.44,303.0,274.0,292.22,11089.19902,2017-09-29
1506729600.0,292.62,307.49,292.22,304.36,4020.60795,2017-09-30
1506816000.0,305.13,306.0,294.0,303.95,5060.05758,2017-10-01
1506902400.0,303.94,305.0,295.0,296.5,3710.83747,2017-10-02
1506988800.0,298.15,301.99,283.18,292.48,5546.85702,2017-10-03
1507075200.0,292.47,297.97,288.0,291.99,4014.88792,2017-10-04
1507161600.0,290.0,297.44,285.53,294.81,3412.39016,2017-10-05
1507248000.0,294.78,310.8,293.78,310.8,3541.02359,2017-10-06
1507334400.0,309.9,318.5,303.6,311.01,2165.79076,2017-10-07
1507420800.0,311.08,317.07,309.0,311.07,2960.93198,2017-10-08
1507507200.0,311.13,312.13,286.65,297.19,4885.37863,2017-10-09
1507593600.0,297.35,308.56,293.0,298.64,6749.27468,2017-10-10
1507680000.0,300.88,305.5,298.02,304.01,3724.6863,2017-10-11
1507766400.0,304.01,310.0,302.71,303.99,7827.75596,2017-10-12
1507852800.0,303.52,353.96,297.0,337.96,17925.36585,2017-10-13
1507939200.0,337.96,349.8,335.0,342.0,7731.96469,2017-10-14
1508025600.0,342.0,348.0,316.17,337.96,10011.34708,2017-10-15
1508112000.0,337.5,354.0,332.78,335.19,8663.47097,2017-10-16
1508198400.0,335.18,336.58,312.65,315.19,8146.74356,2017-10-17
1508284800.0,315.19,318.0,284.68,309.7,12908.0454,2017-10-18
1508371200.0,311.52,315.0,300.0,308.66,8678.74739,2017-10-19
1508457600.0,308.66,311.18,302.0,304.51,8739.31764,2017-10-20
1508544000.0,304.51,305.34,290.0,298.94,8591.63121,2017-10-21
